FwdPacketLengthMax,Total Length of Fwd Packets,Flow Bytes/s, Protocol, Source Port, ACK Flag Count, Flow Duration, Label
31,62,6387.921022,17,53243,0,44772,BENIGN
32,64,5645.107941,17,55885,0,45349,BENIGN
0,0,0,6,61105,1,1064403,BENIGN
0,0,0,6,61106,1,1060347,BENIGN
6,6,426.000213,6,61100,0,56338,BENIGN
6,6,430.2848845,6,61099,0,55777,BENIGN
535,1088,7407.054402,6,61107,1,146887,BENIGN
33,66,8431.036754,17,54704,0,45546,BENIGN
32,64,5632.43933,17,59933,0,45451,BENIGN
580,2196,118486.027,6,56594,1,1247050,BENIGN
580,2028,7699.110911,6,56596,1,663713,BENIGN
580,2038,8591.69694,6,56598,1,622927,BENIGN
580,2188,16769.59891,6,56600,1,630188,BENIGN
580,2226,15389.27387,6,56602,1,690221,BENIGN
6,6,107784.4311,6,80,0,167,BENIGN
6,6,178217.8218,6,80,0,101,BENIGN
40,80,5240.460724,17,57305,0,54957,BENIGN
32,64,6502.327031,17,55638,0,44907,BENIGN
25,50,3679.258984,17,55907,0,61969,BENIGN
40,80,6368.851348,17,50123,0,44278,BENIGN
6,6,425.365992,6,61107,0,56422,BENIGN
25,50,3448.432325,17,60915,0,66117,BENIGN
6,12,448.4304933,6,61108,1,26760,BENIGN
0,0,0,6,61109,1,1082794,BENIGN
6,6,185567.0103,6,80,0,97,BENIGN
25,50,5784.686037,17,55964,0,45292,BENIGN
517,2320,54866.18694,6,61110,1,211788,BENIGN
517,2322,54000.03701,6,61111,1,216148,BENIGN
1044,5038,10094.77592,6,61112,1,1228160,BENIGN
43,86,6215.839674,17,51918,0,46655,BENIGN
45,90,5554.495537,17,59303,0,47169,BENIGN
45,90,5637.560787,17,61358,0,46474,BENIGN
598,1752,8065.081211,6,61113,1,285428,BENIGN
50,100,4974.271012,17,63465,0,46640,BENIGN
2227,12178,80325.26065,6,61114,1,810181,BENIGN
45,90,5494.851199,17,53532,0,47681,BENIGN
43,86,6236.961524,17,53239,0,46497,BENIGN
50,100,5494.033823,17,52026,0,46596,BENIGN
32,64,3408.67935,17,53114,0,46939,BENIGN
32,64,3388.538269,17,54051,0,47218,BENIGN
32,64,3335.765662,17,57901,0,47965,BENIGN
1012,3858,36385.96872,6,61115,1,138405,BENIGN
32,64,3403.313977,17,61678,0,47013,BENIGN
32,64,3947.735416,17,56491,0,46609,BENIGN
29,58,3815.623616,17,54005,0,58706,BENIGN
29,58,4758.465395,17,51335,0,47074,BENIGN
597,3008,24426.74228,6,52486,1,177756,BENIGN
612,3610,102703.2186,6,34730,1,272416,BENIGN
597,2264,275339.871,6,41362,1,214346,BENIGN
517,2126,91107.13572,6,47060,1,195089,BENIGN
542,3024,181364.9361,6,46510,1,1050203,BENIGN
46,92,5619.423473,17,61938,0,46624,BENIGN
37,74,6323.935876,17,61725,0,45225,BENIGN
38,76,4780.810243,17,61635,0,48109,BENIGN
42,84,4257.855744,17,61908,0,46972,BENIGN
584,1724,7970.892572,6,61116,1,285288,BENIGN
29,58,4730.728617,17,63320,0,47350,BENIGN
584,1724,7628.1847,6,61117,1,298105,BENIGN
46,92,5780.601889,17,63553,0,45324,BENIGN
42,84,4436.655649,17,64429,0,45079,BENIGN
517,3176,27663.72449,6,61118,1,375799,BENIGN
517,1681,67777.33295,6,61119,1,109904,BENIGN
42,84,4699.465016,17,49890,0,47665,BENIGN
42,84,4299.595838,17,58065,0,46516,BENIGN
1884,5546,56375.18274,6,61120,1,216833,BENIGN
42,84,6227.027027,17,50795,0,46250,BENIGN
451,902,85281.98074,6,53594,1,31988,BENIGN
42,84,4406.256885,17,54055,0,45390,BENIGN
46,92,5568.662458,17,59499,0,47049,BENIGN
2106,5546,48117.22385,6,61121,1,363612,BENIGN
31,37,37000000,6,61119,0,1,BENIGN
38,82,3554.278368,6,443,0,26447,BENIGN
35,70,6152.038295,17,53797,0,57867,BENIGN
441,906,11097.92582,6,61122,1,239324,BENIGN
38,76,3927.84405,17,61304,0,54992,BENIGN
517,1584,99631.50942,6,46514,1,86298,BENIGN
735,2756,40261.01542,6,39558,1,244430,BENIGN
38,76,4864.566059,17,52922,0,54270,BENIGN
0,0,3692307.692,6,46514,0,26,BENIGN
6,12,1367.41748,6,443,0,26327,BENIGN
25,50,2911.721886,17,54895,0,45334,BENIGN
31,62,2296.819788,17,49495,0,67920,BENIGN
31,62,3385.56361,17,54187,0,46078,BENIGN
25,50,2915.387504,17,64173,0,45277,BENIGN
31,62,2487.760537,17,49772,0,62707,BENIGN
31,62,1934.140052,17,60705,0,80656,BENIGN
31,62,3442.720632,17,54546,0,45313,BENIGN
247,247,950000,6,443,0,260,BENIGN
0,0,0,6,39558,0,34378,BENIGN
33,66,5069.936356,17,49989,0,55622,BENIGN
31,62,3454.001993,17,55687,0,45165,BENIGN
31,62,2896.358634,17,54584,0,62147,BENIGN
31,62,8491.050879,17,59218,0,44753,BENIGN
31,62,1517.316373,17,57276,0,158174,BENIGN
31,62,8220.659816,17,56037,0,46225,BENIGN
517,1536,102135.101,6,46518,1,84633,BENIGN
706,3018,527667.737,6,44304,1,407677,BENIGN
31,62,12654.58729,17,60481,0,45201,BENIGN
0,0,131868.1319,6,443,0,182,BENIGN
24,24,24000000,6,46518,0,1,BENIGN
6,12,4000000,6,443,0,3,BENIGN
2796,62044,1330.215347,6,443,0,46642072,BENIGN
46,184,8302.834981,17,42207,0,54921,BENIGN
195,2972,10054.69484,6,46510,0,46585203,BENIGN
517,1584,99084.20398,6,46522,1,85281,BENIGN
517,1560,97803.52622,6,46524,1,87686,BENIGN
74,74,74000000,6,443,0,1,BENIGN
74,170,92198.58156,6,443,0,1974,BENIGN
6,12,1476.438502,6,443,0,24383,BENIGN
24,24,24000000,6,46524,0,1,BENIGN
48,96,24000000,6,443,0,4,BENIGN
6,12,1359.157322,6,443,0,26487,BENIGN
300,4200,36.70723547,17,68,0,114418859,BENIGN
0,0,0,6,80,1,4159897,BENIGN
0,0,0,6,80,1,4163963,BENIGN
0,0,0,6,80,1,4228165,BENIGN
0,0,0,0,0,0,112341967,BENIGN
6,12,4000000,6,61108,0,3,BENIGN
6,12,4000000,6,80,0,3,BENIGN
6,12,4000000,6,61108,0,3,BENIGN
0,0,0,0,0,0,114644853,BENIGN
53,168,1125541.126,6,443,0,231,BENIGN
0,0,626262.6263,6,443,0,99,BENIGN
46,129,490494.2966,6,61092,0,263,BENIGN
31,37,37000000,6,61092,0,1,BENIGN
6,12,4000000,6,443,0,3,BENIGN
6,12,4000000,6,61092,0,3,BENIGN
0,0,12.40364667,6,56592,0,4998530,BENIGN
0,0,12.37400963,6,56580,0,5010502,BENIGN
0,0,12.36115384,6,56596,0,5015713,BENIGN
0,0,12.36943019,6,56598,0,5012357,BENIGN
0,0,12.37052105,6,56600,0,5011915,BENIGN
0,0,12.36676555,6,56602,0,5013437,BENIGN
0,0,12.40745688,6,56574,0,4996995,BENIGN
0,0,12.40723342,6,56576,0,4997085,BENIGN
0,0,12.40626268,6,56578,0,4997476,BENIGN
0,0,12.73362087,6,56566,0,4869000,BENIGN
0,0,12.72823574,6,56564,0,4871060,BENIGN
0,0,12.92559071,6,56594,0,4796686,BENIGN
0,0,12.43359308,6,56572,0,4986491,BENIGN
0,0,0,6,53594,0,37501778,BENIGN
6,138,1.311502132,6,61122,0,105222856,BENIGN
31,169,2.861447604,6,61121,0,105191512,BENIGN
43,86,5768.081907,17,60786,0,48543,BENIGN
43,86,5140.916185,17,63463,0,54465,BENIGN
1048,5346,127.5125403,6,61123,1,110075448,BENIGN
43,86,6047.646817,17,59750,0,46299,BENIGN
0,0,0,6,41434,1,64159610,BENIGN
517,4072,43826.17573,6,41640,1,6989841,BENIGN
0,0,0,6,56592,0,158,BENIGN
0,0,0,6,443,0,205454,BENIGN
0,0,0,6,443,0,90,BENIGN
0,0,0,6,56580,0,206159,BENIGN
0,0,0,6,443,0,65,BENIGN
0,0,0,6,56596,0,206287,BENIGN
0,0,0,6,443,0,111,BENIGN
0,0,0,6,56598,0,205718,BENIGN
0,0,0,6,443,0,115,BENIGN
0,0,0,6,56600,0,205770,BENIGN
0,0,0,6,443,0,187,BENIGN
0,0,0,6,56602,0,205897,BENIGN
0,0,0,6,443,0,278,BENIGN
0,0,0,6,443,0,99,BENIGN
0,0,0,6,443,0,121,BENIGN
0,0,0,6,56574,0,205717,BENIGN
0,0,0,6,56576,0,205604,BENIGN
0,0,0,6,56566,0,205824,BENIGN
0,0,0,6,443,0,58,BENIGN
0,0,0,6,56578,0,205957,BENIGN
0,0,0,6,443,0,118,BENIGN
0,0,0,6,56564,0,207728,BENIGN
0,0,0,6,56594,0,159,BENIGN
0,0,0,6,443,0,205828,BENIGN
0,0,0,6,443,0,165,BENIGN
0,0,0,6,56572,0,205544,BENIGN
0,0,433962.2642,6,443,0,212,BENIGN
0,0,0,6,41640,0,202440,BENIGN
517,4045,32301.26506,6,41642,1,6966012,BENIGN
31,31,31000000,6,41642,0,1,BENIGN
31,62,31000000,6,443,0,2,BENIGN
0,0,177.92539,6,443,0,202332,BENIGN
517,3928,80128.74841,6,41644,1,3734415,BENIGN
0,0,0,0,0,0,74490346,BENIGN
561,2004,26027.42328,6,39576,1,105312,BENIGN
31,31,108771.9298,6,443,0,285,BENIGN
0,0,0,6,39576,0,33925,BENIGN
0,0,0,6,47060,0,4,BENIGN
6,12,2400000,6,34730,0,5,BENIGN
0,0,0,6,44304,0,26613,BENIGN
0,0,0,6,46510,0,26616,BENIGN
0,0,0,6,52486,0,4,BENIGN
0,0,0,6,41362,0,3,BENIGN
0,0,0,6,53594,0,14920,BENIGN
0,0,822.2074312,6,41644,0,204328,BENIGN
0,0,0,6,80,0,123,BENIGN
6,12,6000000,6,443,0,2,BENIGN
6,12,6000000,6,34730,0,2,BENIGN
31,62,15500000,6,443,0,4,BENIGN
0,0,470588.2353,6,443,0,51,BENIGN
0,0,0,6,443,0,70,BENIGN
0,0,0,6,443,0,68,BENIGN
0,0,0,6,443,0,3,BENIGN
0,0,0,6,41362,0,3,BENIGN
0,0,0,6,443,0,2,BENIGN
0,0,0,6,52486,0,3,BENIGN
0,0,378947.3684,6,443,0,95,BENIGN
46,337,4.646249086,6,61097,0,112133463,BENIGN
46,337,4.753260309,6,61113,0,112133560,BENIGN
46,337,6.394098181,6,61110,0,112134656,BENIGN
46,337,6.394152238,6,61111,0,112133708,BENIGN
46,337,6.394062771,6,61120,0,112135277,BENIGN
46,337,4.753253823,6,61114,0,112133713,BENIGN
46,337,6.394072807,6,61118,0,112135101,BENIGN
46,337,6.287069745,6,61115,0,112134910,BENIGN
46,337,4.753248609,6,61117,0,112133836,BENIGN
46,337,4.753209866,6,61116,0,112134750,BENIGN
46,337,6.394139066,6,61112,0,112133939,BENIGN
48,96,7468.492298,17,35001,0,25708,BENIGN
31,37,18500000,6,61121,0,2,BENIGN
6,6,795.7032027,6,61122,0,15081,BENIGN
6,6,116883.1169,6,80,0,154,BENIGN
6,18,4500000,6,443,0,4,BENIGN
6,24,48.00441641,6,443,0,499954,BENIGN
6,6,128571.4286,6,443,0,140,BENIGN
32,64,4670.128603,17,50914,0,57386,BENIGN
378,2760,6814.442558,6,61124,1,1517072,BENIGN
6,6,358974.359,6,465,0,273,BENIGN
6,6,359.274266,6,61124,0,50101,BENIGN
0,0,0,0,0,0,113198828,BENIGN
0,0,0,0,0,0,114864753,BENIGN
31,37,37000000,6,61097,0,1,BENIGN
6,18,45454.54545,6,443,0,396,BENIGN
6,6,95744.68085,6,443,0,188,BENIGN
31,37,37000000,6,61113,0,1,BENIGN
31,37,37000000,6,61111,0,1,BENIGN
6,12,4000000,6,443,0,3,BENIGN
6,12,4000000,6,61113,0,3,BENIGN
6,12,6000000,6,443,0,2,BENIGN
6,12,4000000,6,61111,0,3,BENIGN
6,12,4000000,6,443,0,3,BENIGN
6,12,4000000,6,61110,0,3,BENIGN
31,37,37000000,6,61114,0,1,BENIGN
31,37,37000000,6,61112,0,1,BENIGN
31,37,37000000,6,61116,0,1,BENIGN
31,37,37000000,6,61115,0,1,BENIGN
31,37,37000000,6,61118,0,1,BENIGN
31,37,37000000,6,61120,0,1,BENIGN
6,12,6000000,6,443,0,2,BENIGN
6,12,4000000,6,61114,0,3,BENIGN
6,12,6000000,6,443,0,2,BENIGN
6,12,4000000,6,61117,0,3,BENIGN
6,12,4000000,6,443,0,3,BENIGN
6,12,4000000,6,61112,0,3,BENIGN
6,12,6000000,6,443,0,2,BENIGN
6,12,12000000,6,443,0,1,BENIGN
6,12,6000000,6,61116,0,2,BENIGN
6,12,12000000,6,61115,0,1,BENIGN
6,12,6000000,6,443,0,2,BENIGN
6,12,4000000,6,61120,0,3,BENIGN
6,12,12000000,6,443,0,1,BENIGN
6,12,6000000,6,61118,0,2,BENIGN
174,660,24.78213942,6,61123,0,61980121,BENIGN
31,74,1584.123562,6,443,0,90902,BENIGN
0,0,0,0,0,0,116559320,BENIGN
42,84,4150.755437,17,54994,0,48184,BENIGN
0,0,0,0,0,0,114788883,BENIGN
0,0,0,0,0,0,115357637,BENIGN
125,2232,371.0190874,17,60931,0,6015863,BENIGN
46,368,6.650365625,6,61123,0,112475019,BENIGN
45,90,15196.97996,17,59014,0,20662,BENIGN
45,90,7011.745791,17,59014,0,44782,BENIGN
0,0,0,6,56367,1,9012647,BENIGN
45,612,40.94476644,17,42207,0,67847499,BENIGN
51,23700,1279.623972,17,42207,0,83186938,BENIGN
517,1626,151659.6019,6,52954,1,68179,BENIGN
655,8568,2192.029789,6,52956,1,119102396,BENIGN
296,1184,24.49529096,6,51266,1,111041751,BENIGN
24,30,30000000,6,52954,0,1,BENIGN
6,12,4000000,6,443,0,3,BENIGN
6,12,12000000,6,52954,0,1,BENIGN
575,2436,149.5713437,6,59508,1,60492871,BENIGN
439,11414,265.2894954,6,54084,1,119047307,BENIGN
517,2658,934.1621794,6,49376,1,117983796,BENIGN
517,2626,1327.460679,6,49378,1,118362828,BENIGN
517,2258,213.7844709,6,60004,1,118034766,BENIGN
517,2892,1109.234098,6,45296,1,117948051,BENIGN
517,1771,87020.85123,6,37030,1,138553,BENIGN
517,1759,88356.8797,6,37032,1,137884,BENIGN
517,1759,88349.83139,6,37034,1,137895,BENIGN
769,16314,16789.78898,6,37036,1,117951810,BENIGN
517,1759,87165.12527,6,37038,1,138186,BENIGN
517,1771,87251.96474,6,37040,1,138186,BENIGN
440,2638,67.37639116,6,56470,1,118231325,BENIGN
440,2636,66.5054493,6,56472,1,117975295,BENIGN
440,2636,66.9412001,6,56474,1,117207340,BENIGN
440,2640,67.15601346,6,56476,1,116951552,BENIGN
439,878,22.53164202,6,56478,1,116014625,BENIGN
31,37,37000000,6,37032,0,1,BENIGN
31,37,37000000,6,37034,0,1,BENIGN
31,37,37000000,6,37030,0,1,BENIGN
69,220,9024.077171,6,443,0,25709,BENIGN
69,220,10686.81192,6,443,0,21709,BENIGN
69,220,10972.37987,6,443,0,21144,BENIGN
38,82,35418.23662,6,443,0,2654,BENIGN
38,82,45608.9277,6,443,0,2061,BENIGN
6,6,171428.5714,6,443,0,105,BENIGN
6,6,6000000,6,443,0,3,BENIGN
6,6,1800000,6,443,0,10,BENIGN
6,6,211764.7059,6,443,0,85,BENIGN
6,6,9000000,6,443,0,2,BENIGN
431,862,67465.58179,6,43214,1,67842,BENIGN
517,2472,221.4217479,6,36238,1,117585559,BENIGN
2896,15018,1284.18179,6,42046,1,75545379,BENIGN
2896,14402,5637.120429,6,34444,1,10316260,BENIGN
3071,50364,11498.89491,6,34446,1,15800127,BENIGN
1622,4530,360.1021047,6,43356,1,60655019,BENIGN
819,819,819000000,6,80,0,1,BENIGN
0,0,0,6,43214,0,1247,BENIGN
0,0,0,6,43214,0,33073,BENIGN
1107,4074,94.97776887,6,53210,1,117543296,BENIGN
1670,5626,2398.234975,6,36408,1,10549425,BENIGN
969,3711,784.6878535,6,46128,1,20450170,BENIGN
978,3940,695.6922829,6,55160,1,117540473,BENIGN
517,3324,110.7660866,6,32796,1,117490835,BENIGN
517,2228,702.8212261,6,44984,1,13690537,BENIGN
1477,4778,138.3779659,6,46088,1,115654251,BENIGN
2227,6822,434.3864746,6,52052,1,62359216,BENIGN
517,2748,101.7867309,6,35614,1,117441634,BENIGN
1040,5042,311.6366126,6,45406,1,64215818,BENIGN
602,2490,2245.793078,6,42508,1,6028160,BENIGN
602,2490,2245.576647,6,42510,1,6028741,BENIGN
602,2490,2246.017003,6,42512,1,6027559,BENIGN
602,2490,4014.060826,6,42514,1,6027811,BENIGN
603,2492,4015.210891,6,42516,1,6028575,BENIGN
603,3727,43272.74571,6,42518,1,611401,BENIGN
517,1911,112.8212951,6,35368,1,115554426,BENIGN
2920,19900,6826.357542,6,44290,1,5685902,BENIGN
2920,19871,7395.276091,6,44292,1,5685927,BENIGN
2920,19920,6338.082293,6,44294,1,5685947,BENIGN
3125,19839,7558.377062,6,44296,1,5686009,BENIGN
2920,37801,121078.8136,6,44298,1,503961,BENIGN
2920,19839,7556.091205,6,44300,1,5686141,BENIGN
448,3584,94.99237551,6,47058,1,119504328,BENIGN
431,862,61119.56841,6,43274,1,74886,BENIGN
441,3528,82.29609314,6,54178,1,119471042,BENIGN
1817,4920,3077.226144,6,34040,1,5330125,BENIGN
448,2688,71.27208091,6,47066,1,119457716,BENIGN
517,2322,453.9530237,6,59526,1,117276452,BENIGN
819,819,819000000,6,80,0,1,BENIGN
0,0,0,6,43274,0,553,BENIGN
0,0,0,6,43274,0,33351,BENIGN
517,2029,116.4882806,6,37896,1,115419336,BENIGN
517,2198,164.2402917,6,60414,1,62043241,BENIGN
517,4410,425.6373736,6,55358,1,117254741,BENIGN
431,862,67117.3417,6,43290,1,68194,BENIGN
431,862,67590.1177,6,43292,1,67717,BENIGN
435,3480,77.70258538,6,49746,1,117370612,BENIGN
431,862,67666.06053,6,43296,1,67641,BENIGN
1926,5169,36568.57439,6,45046,1,315927,BENIGN
819,819,819000000,6,80,0,1,BENIGN
0,0,0,6,43290,0,298,BENIGN
0,0,0,6,43290,0,33508,BENIGN
431,862,67468.56528,6,43300,1,67839,BENIGN
819,819,819000000,6,80,0,1,BENIGN
0,0,0,6,43292,0,273,BENIGN
0,0,0,6,43292,0,33255,BENIGN
431,862,67191.23886,6,43302,1,68119,BENIGN
431,862,64271.97281,6,43304,1,71213,BENIGN
819,819,819000000,6,80,0,1,BENIGN
0,0,0,6,43296,0,282,BENIGN
0,0,0,6,43296,0,33185,BENIGN
819,819,819000000,6,80,0,1,BENIGN
0,0,0,6,43300,0,207,BENIGN
0,0,0,6,43300,0,33505,BENIGN
819,819,819000000,6,80,0,1,BENIGN
0,0,0,6,43302,0,141,BENIGN
0,0,0,6,43302,0,33197,BENIGN
819,819,819000000,6,80,0,1,BENIGN
0,0,0,6,43304,0,227,BENIGN
0,0,0,6,43304,0,33276,BENIGN
461,922,45.00167975,6,34664,1,115195700,BENIGN
451,1804,45.74653662,6,53752,1,119178421,BENIGN
53,59,59000000,6,44298,0,1,BENIGN
31,31,31000000,6,45046,0,1,BENIGN
31,31,31000000,6,42518,0,1,BENIGN
6,18,10989.01099,6,443,0,1638,BENIGN
6,6,9000000,6,443,0,2,BENIGN
216,494,11029.73232,6,443,0,45876,BENIGN
906,3098,231.8257214,6,59598,1,60605872,BENIGN
903,3092,231.7156832,6,59600,1,60608759,BENIGN
903,3092,231.7141693,6,59602,1,60609155,BENIGN
567,1134,56517.23628,6,443,0,20277,BENIGN
0,0,184615.3846,6,443,0,65,BENIGN
0,0,156.9324929,6,443,0,229398,BENIGN
517,2113,1765.956073,6,45786,1,115778078,BENIGN
517,2165,313.8332325,6,45788,1,115778051,BENIGN
517,2640,153.5236826,6,58476,1,63508117,BENIGN
517,2580,2234.896329,6,46684,1,117598296,BENIGN
525,2884,1395.368928,6,33688,1,116587088,BENIGN
517,1317,1379.08969,6,42676,1,5932174,BENIGN
1156,8388,281.7133237,6,55330,1,63475876,BENIGN
517,2728,1212.613545,6,41548,1,117597235,BENIGN
2449,52636,4387.91698,6,60402,1,63506671,BENIGN
517,2087,174.3450397,6,42742,1,115741750,BENIGN
0,0,190476.1905,6,443,0,63,BENIGN
1502,15136,2826.229309,6,52682,1,69438810,BENIGN
517,1705,102505.2767,6,48100,1,98073,BENIGN
517,3026,116.6118939,6,48102,1,119524686,BENIGN
1680,4778,300.4429015,6,55526,1,65336874,BENIGN
435,2610,58.62555171,6,49796,1,116672676,BENIGN
435,2610,57.15559038,6,49798,1,119673333,BENIGN
439,3512,83.59725656,6,54250,1,117396197,BENIGN
435,2610,57.19029021,6,49802,1,119600722,BENIGN
31,31,31000000,6,48100,0,1,BENIGN
0,0,0,6,443,0,3,BENIGN
0,0,0,6,48100,0,3,BENIGN
517,1639,28458.11876,6,52698,1,289724,BENIGN
517,1670,73348.35511,6,41572,1,110950,BENIGN
517,1639,27618.10971,6,52702,1,298536,BENIGN
517,1639,72167.42266,6,42588,1,125001,BENIGN
517,1220,42390.18169,6,42590,1,206227,BENIGN
517,2498,432.0231325,6,48358,1,117317792,BENIGN
517,3580,1113.30937,6,44410,1,117311507,BENIGN
517,1639,40740.72427,6,44412,1,224861,BENIGN
517,1639,40936.7962,6,44414,1,223784,BENIGN
435,1740,38.82729842,6,49822,1,117443144,BENIGN
6,12,3291.93476,6,41572,0,26732,BENIGN
0,0,6000000,6,443,0,2,BENIGN
517,2634,100.2395006,6,60442,1,117199307,BENIGN
517,2794,104.9155745,6,39488,1,117198996,BENIGN
31,31,31000000,6,42588,0,1,BENIGN
38,76,45290.78744,6,443,0,1943,BENIGN
0,0,173913.0435,6,443,0,69,BENIGN
564,4726,332.2858739,6,38900,1,66888188,BENIGN
31,31,31000000,6,44414,0,1,BENIGN
31,31,31000000,6,44412,0,1,BENIGN
517,1670,80839.21917,6,52724,1,110293,BENIGN
31,31,31000000,6,52698,0,1,BENIGN
31,31,31000000,6,52702,0,1,BENIGN
38,76,205128.2051,6,443,0,429,BENIGN
0,0,6000000,6,443,0,2,BENIGN
38,76,295302.0134,6,443,0,298,BENIGN
0,0,100000,6,443,0,120,BENIGN
38,76,313167.2598,6,443,0,281,BENIGN
0,0,164383.5616,6,443,0,73,BENIGN
38,76,208530.8057,6,443,0,422,BENIGN
0,0,100000,6,443,0,120,BENIGN
533,2383,115.5823734,6,39290,1,115164619,BENIGN
517,1639,68072.89294,6,60452,1,109750,BENIGN
517,1167,273.1776827,6,55386,1,5333525,BENIGN
517,1639,82106.25515,6,52732,1,110357,BENIGN
517,1317,2201.232283,6,39298,1,5311116,BENIGN
6,24,8795.594811,6,52724,0,27059,BENIGN
0,0,6000000,6,443,0,2,BENIGN
38,38,69000000,6,443,0,1,BENIGN
6,24,903.5464197,6,52732,0,26562,BENIGN
0,0,0,6,443,0,2,BENIGN
0,0,0,6,60452,0,2,BENIGN
0,0,260869.5652,6,443,0,92,BENIGN
517,1560,98691.68511,6,46752,1,85377,BENIGN
2896,36253,399.1535549,6,57576,1,115692318,BENIGN
517,6692,132.6615641,6,52378,1,119507109,BENIGN
24,24,24000000,6,46752,0,1,BENIGN
74,196,512315.2709,6,443,0,406,BENIGN
48,48,48000000,6,443,0,1,BENIGN
6,24,1382.860216,6,46752,0,26033,BENIGN
517,1670,67021.12002,6,60466,1,108712,BENIGN
517,6144,10633.85203,6,41412,1,119370478,BENIGN
6,24,8974.697387,6,60466,0,26519,BENIGN
0,0,193548.3871,6,443,0,62,BENIGN
709,9028,8703.970934,6,55312,1,63102003,BENIGN
1126,5772,131.3357601,6,44548,1,118870900,BENIGN
517,1834,138.9986962,6,57708,1,116806851,BENIGN
517,1560,98786.56428,6,46768,1,85295,BENIGN
873,4675,96.85942376,6,38636,1,118966225,BENIGN
24,24,24000000,6,46768,0,1,BENIGN
74,244,81300000,6,443,0,3,BENIGN
6,12,1809.954751,6,443,0,26520,BENIGN
517,1317,1316.330408,6,57594,1,5915688,BENIGN
517,1639,27283.77753,6,41426,1,289586,BENIGN
2896,19605,230.2826225,6,58014,1,115601428,BENIGN
38,76,166037.7358,6,443,0,530,BENIGN
0,0,6000000,6,443,0,2,BENIGN
517,2086,226.2604537,6,46656,1,61133087,BENIGN
3019,10220,2493.629531,6,52876,1,10099335,BENIGN
3049,19214,3980.418688,6,52878,1,10561703,BENIGN
3019,10220,2492.990876,6,52880,1,10101120,BENIGN
517,1317,1910.468085,6,58374,1,5140625,BENIGN
613,2512,231.3860399,6,56754,1,61092709,BENIGN
921,3159,139.1306706,6,38424,1,115955741,BENIGN
585,3724,111.3929255,6,51586,1,116775818,BENIGN
526,2338,213.9235694,6,49790,1,60947001,BENIGN
563,1259,309.1127461,6,52892,1,5082288,BENIGN
677,5701,125.8672258,6,39070,1,115891964,BENIGN
3019,10220,359.1397259,6,55790,1,62605160,BENIGN
517,2260,218.72126,6,42608,1,61100599,BENIGN
517,2466,113.8756347,6,44326,1,116671139,BENIGN
517,2436,150.9314358,6,38724,1,116648993,BENIGN
517,2364,7095.27428,6,38844,1,2121412,BENIGN
757,3029,96.70219523,6,59164,1,115809160,BENIGN
517,2709,86.42620599,6,47792,1,115786640,BENIGN
922,3130,244.1830785,6,33036,1,60446449,BENIGN
517,4008,147.1420667,6,44568,1,116635578,BENIGN
441,882,22.623502,6,53062,1,115720369,BENIGN
517,1052,28561.34445,6,51614,1,36833,BENIGN
517,4212,260.1170145,6,40238,1,61272424,BENIGN
517,3166,237.0087866,6,40240,1,61271990,BENIGN
6,12,191.0615059,6,44578,1,62807,BENIGN
6,12,188.3091408,6,44580,1,63725,BENIGN
6,18,149308.8097,6,51614,0,34144,BENIGN
1118,3522,96.40748995,6,39770,1,112543123,BENIGN
6,12,329.0240325,6,443,0,72943,BENIGN
517,2686,106.2830127,6,58766,1,116387367,BENIGN
517,2778,92.69841544,6,52010,1,118534928,BENIGN
710,2706,462.7749076,6,33640,1,30278219,BENIGN
1460,14606,1970.046912,6,443,0,7450584,BENIGN
590,2466,1153.93633,6,39340,1,10300395,BENIGN
517,2205,107.2789054,6,35032,1,115185739,BENIGN
1633,5166,142.340799,6,58182,1,117057092,BENIGN
1811,5456,176.067779,6,47854,1,117011756,BENIGN
517,2702,89.35193946,6,41842,1,116998020,BENIGN
517,1639,44471.0001,6,41500,1,297070,BENIGN
517,1834,116.8385912,6,41502,1,116964779,BENIGN
517,1639,65800.59891,6,34520,1,113540,BENIGN
524,8030,143.8599059,6,34522,1,118949056,BENIGN
517,1639,65916.00454,6,34524,1,110125,BENIGN
517,1670,66439.35704,6,34526,1,112915,BENIGN
517,1639,65536.61092,6,34528,1,110732,BENIGN
0,0,0,6,34530,1,33082,BENIGN
0,0,0,6,34530,0,27200,BENIGN
31,31,31000000,6,34524,0,1,BENIGN
69,214,8919.871074,6,443,0,26682,BENIGN
0,0,0,6,443,0,5,BENIGN
31,31,31000000,6,34520,0,1,BENIGN
443,886,21.34512384,6,45900,1,115998390,BENIGN
0,0,12000000,6,443,0,1,BENIGN
0,0,0,6,443,0,4,BENIGN
0,0,0,6,34520,0,2,BENIGN
31,31,31000000,6,34528,0,1,BENIGN
69,214,8907.185629,6,443,0,26720,BENIGN
517,1639,83933.74302,6,41518,1,113256,BENIGN
517,1824,1409.891236,6,33494,1,5109614,BENIGN
517,1771,1392.472001,6,34324,1,5109618,BENIGN
517,1771,1395.936851,6,39308,1,5109830,BENIGN
0,0,6000000,6,443,0,2,BENIGN
1093,4840,117.1358894,6,49064,1,109787018,BENIGN
1045,3861,60732.37062,6,43078,1,151863,BENIGN
517,1639,86961.61471,6,41530,1,110980,BENIGN
0,0,0,6,54420,1,5050140,BENIGN
69,69,50000000,6,443,0,2,BENIGN
6,24,3768.465481,6,41518,0,26536,BENIGN
